episode,reward,moves,checks,mates
4194,1.52,13,5,1
4195,1.1,36,22,0
4196,1.52,13,5,1
4197,1.1,36,22,0
4198,1.52,13,5,1
4199,0.49,94,19,0
4200,1.52,13,5,1
4201,0.55,88,19,0
4202,1.52,13,5,1
4203,0.83,65,20,0
4204,1.52,13,5,1
4205,0.59,79,18,0
4206,1.47,13,4,1
4207,0.42,92,20,0
4208,1.47,13,4,1
4209,0.6,78,18,0
4210,1.47,13,4,1
4211,1.1,36,22,0
4212,1.52,13,5,1
4213,1.1,36,22,0
4214,1.52,13,5,1
4215,0.74,86,22,0
4216,1.52,13,5,1
4217,0.36,104,18,0
4218,1.52,13,5,1
4219,0.98,43,21,0
4220,1.52,13,5,1
4221,1.01,45,22,0
4222,1.5,15,5,1
4223,0.59,64,15,0
4224,1.52,13,5,1
4225,1.1,36,22,0
4226,1.52,13,5,1
4227,1.1,36,22,0
4228,1.52,13,5,1
4229,1.1,36,22,0
4230,1.52,13,5,1
4231,0.72,86,22,0
4232,1.51,15,5,1
4233,1.1,36,22,0
4234,1.52,13,5,1
4235,1.1,36,22,0
4236,1.52,13,5,1
4237,0.88,67,21,0
4238,1.52,13,5,1
4239,0.46,37,9,0
4240,1.52,13,5,1
4241,0.97,98,29,0
4242,1.52,13,5,1
4243,1.06,52,24,0
4244,1.51,15,5,1
4245,0.9,43,19,0
4246,1.51,15,5,1
4247,1.09,37,22,0
4248,1.53,18,6,1
4249,0.54,81,17,0
4250,1.52,13,5,1
4251,0.58,67,15,0
4252,1.52,13,5,1
4253,1.1,36,22,0
4254,1.52,13,5,1
4255,1.09,44,23,0
4256,1.47,13,4,1
4257,0.78,77,21,0
4258,1.52,13,5,1
4259,0.64,76,18,0
4260,1.52,13,5,1
4261,1.14,44,24,0
4262,1.52,13,5,1
4263,1.1,36,22,0
4264,1.52,13,5,1
4265,0.34,121,21,0
4266,1.52,13,5,1
4267,1.1,36,22,0
4268,1.52,13,5,1
4269,0.51,94,19,0
4270,1.52,13,5,1
4271,0.59,84,19,0
4272,1.52,13,5,1
4273,1.11,42,23,0
4274,1.52,13,5,1
4275,1.1,36,22,0
4276,1.52,13,5,1
4277,1.1,36,22,0
4278,1.52,13,5,1
4279,1.1,36,22,0
4280,1.52,13,5,1
4281,0.79,86,23,0
4282,1.52,13,5,1
4283,1.1,38,22,0
4284,1.52,13,5,1
4285,1.1,36,22,0
4286,1.52,13,5,1
4287,0.44,84,16,0
4288,1.52,13,5,1
4289,0.62,83,21,0
4290,1.52,13,5,1
4291,1.1,36,22,0
4292,1.52,13,5,1
4293,0.98,38,20,0
4294,1.52,13,5,1
4295,0.47,106,21,0
4296,1.52,13,5,1
4297,1.1,36,22,0
4298,1.52,13,5,1
4299,0.04,81,8,0
4300,1.52,13,5,1
4301,0.93,50,21,0
4302,1.52,13,5,1
4303,1.1,38,22,0
4304,1.52,13,5,1
4305,1.0,46,22,0
4306,1.52,13,5,1
4307,1.1,36,22,0
4308,1.52,13,5,1
4309,1.1,38,22,0
4310,1.52,13,5,1
4311,0.73,122,29,0
4312,1.52,13,5,1
4313,1.1,36,22,0
4314,1.52,13,5,1
4315,1.07,93,30,0
4316,1.52,13,5,1
4317,1.15,48,25,0
4318,1.52,13,5,1
4319,1.1,36,22,0
4320,1.52,13,5,1
4321,1.22,46,26,0
4322,1.52,13,5,1
4323,1.1,36,22,0
4324,1.52,13,5,1
4325,1.08,40,22,0
4326,1.52,13,5,1
4327,0.98,75,27,0
4328,1.52,13,5,1
4329,1.1,38,22,0
4330,1.52,13,5,1
4331,0.56,99,21,0
4332,1.52,13,5,1
4333,1.1,38,22,0
4334,1.52,13,5,1
4335,0.97,34,19,0
4336,1.52,13,5,1
4337,1.1,36,22,0
4338,1.52,13,5,1
4339,1.1,36,22,0
4340,1.52,13,5,1
4341,1.1,38,22,0
4342,1.52,13,5,1
4343,0.99,37,20,0
4344,1.52,13,5,1
4345,1.3,43,27,0
4346,1.52,13,5,1
4347,1.1,38,22,0
4348,1.52,13,5,1
4349,1.1,36,22,0
4350,1.52,13,5,1
4351,0.26,87,13,0
4352,1.52,13,5,1
4353,1.17,46,25,0
4354,1.52,13,5,1
4355,1.1,36,22,0
4356,1.52,13,5,1
4357,0.95,75,24,0
4358,1.52,13,5,1
4359,1.1,36,22,0
4360,1.52,13,5,1
4361,0.99,37,20,0
4362,1.52,13,5,1
4363,1.1,36,22,0
4364,1.52,13,5,1
4365,1.09,37,22,0
4366,1.52,13,5,1
4367,0.08,75,8,0
4368,1.52,13,5,1
4369,1.1,36,22,0
4370,1.52,13,5,1
4371,1.09,44,23,0
4372,1.52,13,5,1
4373,0.83,94,25,0
4374,1.52,13,5,1
4375,0.6,34,12,0
4376,1.52,13,5,1
4377,1.31,52,29,0
4378,1.52,13,5,1
4379,0.57,63,14,0
4380,1.52,13,5,1
4381,1.21,52,27,0
4382,1.52,13,5,1
4383,0.53,87,18,0
4384,1.52,13,5,1
4385,1.1,36,22,0
4386,1.52,13,5,1
4387,1.33,50,29,0
4388,1.52,13,5,1
4389,0.92,63,21,0
4390,1.52,13,5,1
4391,-1.14,90,8,0
4392,1.52,13,5,1
4393,1.09,44,23,0
4394,1.52,13,5,1
4395,1.1,36,22,0
4396,1.52,13,5,1
4397,0.91,74,23,0
4398,1.52,13,5,1
4399,-0.02,63,7,0
4400,1.52,13,5,1
4401,1.1,36,22,0
4402,1.52,13,5,1
4403,0.77,118,29,0
4404,1.52,13,5,1
4405,0.64,76,18,0
4406,1.52,13,5,1
4407,0.85,85,24,0
4408,1.52,13,5,1
4409,0.7,70,18,0
4410,1.52,13,5,1
4411,0.73,82,21,0
4412,1.52,13,5,1
4413,1.1,36,22,0
4414,1.52,13,5,1
4415,0.71,40,15,0
4416,1.52,13,5,1
4417,1.09,39,22,0
4418,1.52,13,5,1
4419,0.79,83,22,0
4420,1.52,13,5,1
4421,1.35,48,29,0
4422,1.52,13,5,1
4423,0.95,85,26,0
4424,1.52,13,5,1
4425,0.44,76,14,0
4426,1.52,13,5,1
4427,0.85,80,23,0
4428,1.52,13,5,1
4429,1.1,36,22,0
4430,1.52,13,5,1
4431,0.93,40,19,0
4432,1.52,13,5,1
4433,0.92,78,24,0
4434,1.52,13,5,1
4435,0.75,70,19,0
4436,1.52,13,5,1
4437,1.11,42,23,0
4438,1.52,13,5,1
4439,0.44,106,20,0
4440,1.52,13,5,1
4441,1.02,78,26,0
4442,0.58,28,9,0
4443,1.1,38,22,0
4444,1.52,13,5,1
4445,1.1,38,22,0
4446,1.52,13,5,1
4447,0.85,85,24,0
4448,-0.22,37,3,0
4449,0.59,91,20,0
4450,1.52,13,5,1
4451,1.1,36,22,0
4452,1.52,13,5,1
4453,0.19,141,22,0
4454,1.52,13,5,1
4455,0.73,72,19,0
4456,1.52,13,5,1
4457,0.71,104,25,0
4458,1.52,13,5,1
4459,1.1,38,22,0
4460,1.52,13,5,1
4461,1.1,36,22,0
4462,1.52,13,5,1
4463,1.04,39,21,0
4464,1.52,13,5,1
4465,1.1,36,22,0
4466,1.52,13,5,1
4467,0.38,92,16,0
4468,1.52,13,5,1
4469,1.1,36,22,0
4470,1.52,13,5,1
4471,1.32,46,28,0
4472,1.52,13,5,1
4473,1.1,36,22,0
4474,1.52,13,5,1
4475,1.1,36,22,0
4476,1.52,13,5,1
4477,0.93,74,23,0
4478,1.52,13,5,1
4479,1.1,36,22,0
4480,1.52,13,5,1
4481,1.1,36,22,0
4482,1.52,13,5,1
4483,1.06,42,22,0
4484,1.52,13,5,1
4485,1.1,36,22,0
4486,1.52,13,5,1
4487,0.28,32,7,0
4488,1.52,13,5,1
4489,1.1,36,22,0
4490,1.52,13,5,1
4491,1.11,42,23,0
4492,1.52,13,5,1
4493,1.1,36,22,0
4494,1.52,13,5,1
4495,0.88,87,25,0
4496,1.52,13,5,1
4497,0.44,106,20,0
4498,1.52,13,5,1
4499,0.99,37,20,0
4500,1.52,13,5,1
4501,0.45,95,18,0
4502,1.52,13,5,1
4503,1.1,38,22,0
4504,1.52,13,5,1
4505,0.85,80,23,0
4506,1.52,13,5,1
4507,0.93,40,19,0
4508,1.52,13,5,1
4509,0.85,85,24,0
4510,1.52,13,5,1
4511,1.3,48,28,0
4512,1.52,13,5,1
4513,1.1,36,22,0
4514,1.52,13,5,1
4515,1.04,39,21,0
4516,1.52,13,5,1
4517,1.19,44,25,0
4518,1.52,13,5,1
4519,1.27,46,27,0
4520,1.52,13,5,1
4521,1.27,46,27,0
4522,1.52,13,5,1
4523,1.1,36,22,0
4524,1.52,13,5,1
4525,1.11,42,23,0
4526,1.52,13,5,1
4527,1.27,46,27,0
4528,1.52,13,5,1
4529,0.63,87,20,0
4530,1.52,13,5,1
4531,1.1,36,22,0
4532,0.62,35,9,0
4533,0.9,87,25,0
4534,1.52,13,5,1
4535,1.09,39,22,0
4536,1.52,13,5,1
4537,1.04,39,21,0
4538,1.52,13,5,1
4539,1.35,48,29,0
4540,1.52,13,5,1
4541,1.11,42,23,0
4542,1.52,13,5,1
4543,0.56,79,17,0
4544,1.52,13,5,1
4545,1.1,36,22,0
4546,1.52,13,5,1
4547,1.35,48,29,0
4548,1.52,13,5,1
4549,1.09,76,27,0
4550,1.52,13,5,1
4551,1.25,48,27,0
4552,1.52,13,5,1
4553,1.05,87,28,0
4554,1.52,13,5,1
4555,0.75,85,22,0
4556,1.52,13,5,1
4557,1.42,47,29,0
4558,1.52,13,5,1
4559,0.51,104,21,0
4560,1.52,13,5,1
4561,0.8,80,22,0
4562,1.52,13,5,1
4563,0.63,122,27,0
4564,1.52,13,5,1
4565,0.73,94,23,0
4566,1.52,13,5,1
4567,0.7,95,23,0
4568,1.5,15,5,1
4569,0.83,89,24,0
4570,1.52,13,5,1
4571,0.74,106,26,0
4572,1.52,13,5,1
4573,0.92,91,25,0
4574,1.52,13,5,1
4575,1.19,44,25,0
4576,1.52,13,5,1
4577,1.1,36,22,0
4578,1.52,13,5,1
4579,0.53,87,18,0
4580,1.52,13,5,1
4581,1.1,36,22,0
4582,1.52,13,5,1
4583,0.83,77,22,0
4584,1.52,13,5,1
4585,1.1,36,22,0
4586,1.52,13,5,1
4587,0.69,86,21,0
4588,1.52,13,5,1
4589,0.92,73,23,0
4590,1.52,13,5,1
4591,1.1,36,22,0
4592,1.52,13,5,1
4593,1.19,44,25,0
4594,1.52,13,5,1
4595,1.19,44,25,0
4596,1.52,13,5,1
4597,1.1,36,22,0
4598,1.52,13,5,1
4599,0.94,53,19,0
4600,1.52,13,5,1
4601,1.07,73,26,0
4602,1.52,13,5,1
4603,0.21,111,18,0
4604,1.52,13,5,1
4605,0.5,90,18,0
4606,1.52,13,5,1
4607,0.49,106,21,0
4608,1.52,13,5,1
4609,1.26,49,25,0
4610,1.5,15,5,1
4611,1.35,48,29,0
4612,1.52,13,5,1
4613,1.22,46,26,0
4614,1.52,13,5,1
4615,1.1,36,22,0
4616,1.52,13,5,1
4617,0.72,103,25,0
4618,1.52,13,5,1
4619,0.99,61,22,0
4620,1.52,13,5,1
4621,1.27,46,27,0
4622,1.52,13,5,1
4623,0.81,76,21,0
4624,1.52,13,5,1
4625,0.99,37,20,0
4626,1.52,13,5,1
4627,1.1,36,22,0
4628,1.52,13,5,1
4629,0.99,74,25,0
4630,1.52,13,5,1
4631,1.14,44,24,0
4632,1.52,13,5,1
4633,1.1,36,22,0
4634,1.52,13,5,1
4635,1.19,44,25,0
4636,1.52,13,5,1
4637,0.65,85,20,0
4638,1.52,13,5,1
4639,1.1,36,22,0
4640,1.52,13,5,1
4641,1.1,36,22,0
4642,1.52,13,5,1
4643,1.09,54,25,0
4644,0.37,55,11,0
4645,1.1,36,22,0
4646,1.52,13,5,1
4647,1.1,36,22,0
4648,1.52,13,5,1
4649,1.1,38,22,0
4650,1.52,13,5,1
4651,1.1,36,22,0
4652,1.52,13,5,1
4653,1.1,36,22,0
4654,0.43,29,5,0
4655,0.75,65,18,0
4656,1.52,13,5,1
4657,1.1,36,22,0
4658,1.52,13,5,1
4659,0.73,82,21,0
4660,1.52,13,5,1
4661,1.06,42,22,0
4662,1.52,13,5,1
4663,1.19,44,25,0
4664,1.52,13,5,1
4665,1.1,36,22,0
4666,1.52,13,5,1
4667,1.1,36,22,0
4668,1.52,13,5,1
4669,1.1,36,22,0
4670,1.52,13,5,1
4671,1.1,36,22,0
4672,1.52,13,5,1
4673,1.14,44,24,0
4674,1.52,13,5,1
4675,0.79,93,24,0
4676,1.52,13,5,1
4677,0.73,139,32,0
4678,1.52,13,5,1
4679,1.07,83,28,0
4680,1.52,13,5,1
4681,0.66,111,25,0
4682,1.52,13,5,1
4683,1.11,42,23,0
4684,1.52,13,5,1
4685,0.92,83,25,0
4686,1.52,13,5,1
4687,0.95,95,28,0
4688,1.52,13,5,1
4689,1.35,48,29,0
4690,1.52,13,5,1
4691,1.03,102,31,0
4692,1.52,13,5,1
4693,0.59,101,22,0
4694,1.52,13,5,1
4695,1.45,53,32,0
4696,1.52,13,5,1
4697,1.1,36,22,0
4698,1.52,13,5,1
4699,1.26,86,32,0
4700,1.52,13,5,1
4701,0.71,89,22,0
4702,1.52,13,5,1
4703,0.9,70,22,0
4704,1.52,13,5,1
4705,1.06,42,22,0
4706,1.52,13,5,1
4707,1.1,36,22,0
4708,1.52,13,5,1
4709,1.1,36,22,0
4710,1.52,13,5,1
4711,1.11,42,23,0
4712,1.52,13,5,1
4713,1.15,80,29,0
4714,1.52,13,5,1
4715,1.1,36,22,0
4716,0.59,32,9,0
4717,1.2,90,32,0
4718,1.52,13,5,1
4719,1.11,42,23,0
4720,1.52,13,5,1
4721,0.59,93,20,0
4722,1.52,13,5,1
4723,0.39,88,24,0
4724,1.52,13,5,1
4725,0.86,86,24,0
4726,1.52,13,5,1
4727,0.98,97,29,0
4728,1.52,13,5,1
4729,1.1,36,22,0
4730,1.52,13,5,1
4731,0.7,63,17,0
4732,1.52,13,5,1
4733,0.34,116,20,0
4734,1.52,13,5,1
4735,0.82,78,22,0
4736,1.52,13,5,1
4737,0.15,31,9,0
4738,1.52,13,5,1
4739,1.35,48,29,0
4740,1.52,13,5,1
4741,0.9,77,23,0
4742,1.52,13,5,1
4743,1.22,78,30,0
4744,1.52,13,5,1
4745,1.1,36,22,0
4746,1.52,13,5,1
4747,1.19,44,25,0
4748,1.52,13,5,1
4749,0.98,87,27,0
4750,1.52,13,5,1
4751,1.22,46,26,0
4752,1.52,13,5,1
4753,0.43,133,26,0
4754,1.52,13,5,1
4755,1.1,36,22,0
4756,1.52,13,5,1
4757,1.19,44,25,0
4758,1.52,13,5,1
4759,1.1,36,22,0
4760,1.52,13,5,1
4761,0.87,88,25,0
4762,1.52,13,5,1
4763,1.09,37,22,0
4764,1.52,13,5,1
4765,1.1,36,22,0
4766,1.52,13,5,1
4767,0.86,101,27,0
4768,1.52,13,5,1
4769,1.35,48,29,0
4770,1.52,13,5,1
4771,1.1,36,22,0
4772,1.52,13,5,1
4773,1.1,36,22,0
4774,1.52,13,5,1
4775,1.1,36,22,0
4776,1.52,13,5,1
4777,1.11,42,23,0
4778,1.52,13,5,1
4779,1.17,46,25,0
4780,1.52,13,5,1
4781,0.97,34,19,0
4782,1.52,13,5,1
4783,1.1,36,22,0
4784,1.52,13,5,1
4785,1.1,36,22,0
4786,1.52,13,5,1
4787,1.1,36,22,0
4788,1.52,13,5,1
4789,1.5,63,35,0
4790,1.52,13,5,1
4791,1.1,36,22,0
4792,1.52,13,5,1
4793,1.35,48,29,0
4794,1.52,13,5,1
4795,0.52,76,16,0
4796,1.52,13,5,1
4797,1.1,36,22,0
4798,1.52,13,5,1
4799,0.99,37,20,0
4800,1.52,13,5,1
4801,1.1,36,22,0
4802,1.52,13,5,1
4803,1.1,36,22,0
4804,1.52,13,5,1
4805,1.1,36,22,0
4806,1.52,13,5,1
4807,1.1,36,22,0
4808,1.52,13,5,1
4809,1.1,36,22,0
4810,1.52,13,5,1
4811,1.1,36,22,0
4812,1.52,13,5,1
4813,1.1,36,22,0
4814,1.52,13,5,1
4815,1.14,44,24,0
4816,1.52,13,5,1
4817,1.1,36,22,0
4818,1.52,13,5,1
4819,0.69,91,22,0
4820,1.52,13,5,1
4821,1.1,36,22,0
4822,1.52,13,5,1
4823,1.1,36,22,0
4824,1.52,13,5,1
4825,1.45,55,30,0
4826,1.52,13,5,1
4827,1.1,36,22,0
4828,1.52,13,5,1
4829,1.1,36,22,0
4830,1.52,13,5,1
4831,1.1,36,22,0
4832,1.52,13,5,1
4833,0.33,107,18,0
4834,1.52,13,5,1
4835,0.99,37,20,0
4836,1.52,13,5,1
4837,1.1,36,22,0
4838,1.52,13,5,1
4839,0.9,82,24,0
4840,1.52,13,5,1
4841,0.67,93,22,0
4842,1.52,13,5,1
4843,1.1,36,22,0
4844,1.52,13,5,1
4845,1.1,36,22,0
4846,1.52,13,5,1
4847,1.1,36,22,0
4848,1.52,13,5,1
4849,1.19,44,25,0
4850,1.52,13,5,1
4851,0.88,82,24,0
4852,1.52,13,5,1
4853,1.19,44,25,0
4854,1.52,13,5,1
4855,0.93,57,20,0
4856,1.52,13,5,1
4857,1.1,36,22,0
4858,1.52,13,5,1
4859,1.19,44,25,0
4860,1.52,13,5,1
4861,0.69,96,23,0
4862,1.52,13,5,1
4863,1.11,42,23,0
4864,1.52,13,5,1
4865,0.79,81,22,0
4866,1.52,13,5,1
4867,0.71,94,23,0
4868,1.52,13,5,1
4869,0.59,74,17,0
4870,1.52,13,5,1
4871,0.62,93,21,0
4872,1.52,13,5,1
4873,0.84,93,25,0
4874,1.52,13,5,1
4875,0.55,80,17,0
4876,1.52,13,5,1
4877,0.85,70,21,0
4878,1.52,13,5,1
4879,0.82,83,23,0
4880,1.52,13,5,1
4881,0.05,130,17,0
4882,1.52,13,5,1
4883,0.76,74,20,0
4884,1.52,13,5,1
4885,0.73,77,20,0
4886,1.52,13,5,1
4887,0.77,103,26,0
4888,1.52,13,5,1
4889,0.59,91,20,0
4890,1.52,13,5,1
4891,0.4,80,16,0
4892,1.52,13,5,1
4893,0.21,64,10,0
4894,1.52,13,5,1
4895,0.74,76,20,0
4896,1.52,13,5,1
4897,0.71,79,20,0
4898,1.52,13,5,1
4899,0.82,63,19,0
4900,1.52,13,5,1
4901,0.66,97,23,0
4902,1.52,13,5,1
4903,0.68,82,20,0
4904,1.52,13,5,1
4905,0.78,72,20,0
4906,1.52,13,5,1
4907,0.86,94,26,0
4908,1.52,13,5,1
4909,0.66,79,19,0
4910,1.52,13,5,1
4911,0.6,90,20,0
4912,1.52,13,5,1
4913,0.61,79,18,0
4914,1.52,13,5,1
4915,0.79,71,20,0
4916,1.52,13,5,1
4917,0.59,76,17,0
4918,1.52,13,5,1
4919,0.79,71,20,0
4920,1.52,13,5,1
4921,1.2,48,26,0
4922,1.52,13,5,1
4923,0.88,77,23,0
4924,1.52,13,5,1
4925,0.66,99,23,0
4926,1.52,13,5,1
4927,0.98,55,23,0
4928,1.52,13,5,1
4929,0.4,93,17,0
4930,1.52,13,5,1
4931,0.75,83,22,0
4932,1.52,13,5,1
4933,0.49,96,19,0
4934,1.52,13,5,1
4935,0.75,115,28,0
4936,1.52,13,5,1
4937,1.03,67,24,0
4938,1.52,13,5,1
4939,0.8,90,24,0
4940,1.52,13,5,1
4941,0.62,108,24,0
4942,1.52,13,5,1
4943,0.4,115,21,0
4944,1.52,13,5,1
4945,0.82,73,21,0
4946,1.52,13,5,1
4947,1.22,103,35,0
4948,1.52,13,5,1
4949,0.91,79,24,0
4950,1.52,13,5,1
4951,0.6,100,22,0
4952,1.52,13,5,1
4953,1.1,36,22,0
4954,1.52,13,5,1
4955,0.91,64,21,0
4956,1.52,13,5,1
4957,1.05,85,28,0
4958,1.52,13,5,1
4959,1.21,52,27,0
4960,1.52,13,5,1
4961,0.9,81,27,0
4962,1.52,13,5,1
4963,0.92,113,31,0
4964,1.52,13,5,1
4965,1.05,87,28,0
4966,1.52,13,5,1
4967,0.84,96,26,0
4968,1.52,13,5,1
4969,0.43,117,22,0
4970,1.52,13,5,1
4971,1.05,110,33,0
4972,1.52,13,5,1
4973,0.97,128,35,0
4974,1.52,13,5,1
4975,0.57,103,22,0
4976,1.52,13,5,1
4977,0.9,83,27,0
4978,1.52,13,5,1
4979,0.9,90,26,0
4980,1.52,13,5,1
4981,1.1,36,22,0
4982,1.52,13,5,1
4983,1.04,66,24,0
4984,1.52,13,5,1
4985,1.36,52,30,0
4986,1.52,13,5,1
4987,0.77,74,23,0
4988,1.52,13,5,1
4989,0.66,85,23,0
4990,1.52,13,5,1
4991,0.7,98,24,0
4992,1.52,13,5,1
4993,0.98,87,27,0
4994,1.52,13,5,1
4995,0.36,82,14,0
4996,1.52,13,5,1
4997,1.1,36,22,0
4998,1.52,13,5,1
4999,0.64,116,26,0
