episode,reward,moves,checks,mates
2075,-0.15,76,8,0
2076,0.61,52,13,0
2077,-2.46,111,5,0
2078,-0.16,48,7,0
2079,-0.65,37,4,0
2080,0.45,51,12,0
2081,-1.87,94,8,0
2082,0.67,38,13,0
2083,-0.75,88,4,0
2084,0.92,36,16,0
2085,-0.63,47,6,0
2086,0.18,56,13,0
2087,-0.52,90,11,0
2088,-0.07,89,12,0
2089,-2.08,122,4,0
2090,0.33,44,6,0
2091,-0.01,79,10,0
2092,0.51,35,9,0
2093,-2.56,150,4,0
2094,0.7,25,11,0
2095,-0.04,53,6,0
2096,0.68,38,12,0
2097,-3.09,128,3,0
2098,0.45,53,11,0
2099,-0.12,59,6,0
2100,0.5,44,9,0
2101,-1.4,150,9,0
2102,0.63,17,8,0
2103,-0.37,73,6,0
2104,0.6,46,13,0
2105,-0.79,57,3,0
2106,0.49,63,14,0
2107,-0.32,47,5,0
2108,0.74,26,12,0
2109,-1.47,82,5,0
2110,0.64,21,9,0
2111,0.17,46,6,0
2112,0.29,48,6,0
2113,-0.9,42,8,0
2114,0.53,47,14,0
2115,-0.94,7,2,0
2116,0.85,36,15,0
2117,-2.32,116,4,0
2118,0.63,17,8,0
2119,-0.09,38,2,0
2120,0.62,23,9,0
2121,-0.59,28,0,0
2122,0.61,47,13,0
2123,0.18,48,7,0
2124,0.5,41,10,0
2125,-0.14,37,4,0
2126,0.59,52,13,0
2127,-0.46,39,3,0
2128,0.61,19,8,0
2129,-0.46,48,6,0
2130,0.53,22,7,0
2131,-1.64,73,4,0
2132,-0.02,57,17,0
2133,0.09,61,7,0
2134,0.52,45,8,0
2135,-0.39,48,5,0
2136,0.57,46,10,0
2137,-0.68,69,3,0
2138,0.67,41,12,0
2139,-0.08,30,4,0
2140,0.63,17,8,0
2141,0.01,33,3,0
2142,0.65,36,12,0
2143,-0.11,62,5,0
2144,0.63,17,8,0
2145,-1.17,77,3,0
2146,0.74,42,14,0
2147,-0.69,51,3,0
2148,1.04,51,23,0
2149,-0.2,41,4,0
2150,0.49,42,10,0
2151,-0.63,46,4,0
2152,-0.54,50,10,0
2153,-0.73,59,5,0
2154,0.55,20,8,0
2155,-1.32,59,2,0
2156,0.6,63,16,0
2157,-3.01,150,4,0
2158,0.63,17,8,0
2159,-0.26,98,9,0
2160,0.73,27,12,0
2161,-1.5,65,6,0
2162,-1.21,59,4,0
2163,-0.89,94,7,0
2164,0.63,17,8,0
2165,-0.88,63,2,0
2166,0.31,37,6,0
2167,-2.51,93,4,0
2168,0.8,30,14,0
2169,-0.51,24,4,0
2170,0.53,27,8,0
2171,-0.05,38,2,0
2172,1.7,37,12,1
2173,-0.22,66,4,0
2174,0.36,57,10,0
2175,-0.08,33,5,0
2176,0.8,25,13,0
2177,-0.53,64,2,0
2178,0.37,31,6,0
2179,-1.41,82,3,0
2180,0.66,29,11,0
2181,-0.86,45,3,0
2182,0.46,61,11,0
2183,-4.91,150,3,0
2184,0.63,17,8,0
2185,-0.5,56,3,0
2186,0.7,30,12,0
2187,0.32,20,7,0
2188,0.88,27,15,0
2189,-1.23,52,5,0
2190,0.67,50,14,0
2191,-1.95,96,3,0
2192,0.38,49,9,0
2193,0.32,35,6,0
2194,0.64,21,9,0
2195,-0.76,70,6,0
2196,0.63,17,8,0
2197,-0.15,43,4,0
2198,0.49,43,14,0
2199,-2.86,115,4,0
2200,0.55,30,9,0
2201,-0.31,59,8,0
2202,0.63,17,8,0
2203,-0.25,52,2,0
2204,0.63,17,8,0
2205,0.01,52,6,0
2206,0.74,21,11,0
2207,-0.35,43,5,0
2208,0.63,17,8,0
2209,-0.18,59,3,0
2210,0.76,29,13,0
2211,-0.22,78,6,0
2212,0.58,34,9,0
2213,-1.04,53,5,0
2214,0.63,17,8,0
2215,-0.21,34,4,0
2216,0.43,48,11,0
2217,0.04,46,7,0
2218,0.63,17,8,0
2219,-0.05,48,4,0
2220,0.51,52,14,0
2221,-0.32,45,4,0
2222,0.7,25,11,0
2223,-0.37,49,2,0
2224,0.44,48,10,0
2225,0.07,70,10,0
2226,0.95,36,17,0
2227,-5.89806e-17,50,4,0
2228,0.45,70,12,0
2229,-0.62,55,7,0
2230,0.43,22,5,0
2231,-2.09,87,4,0
2232,0.63,17,8,0
2233,-0.07,63,7,0
2234,0.54,32,9,0
2235,-0.05,34,2,0
2236,0.74,26,12,0
2237,-0.1,66,6,0
2238,0.63,17,8,0
2239,-0.77,89,4,0
2240,0.65,46,13,0
2241,0.11,23,4,0
2242,-0.6,50,11,0
2243,0.03,35,5,0
2244,0.55,32,8,0
2245,-1.09,28,0,0
2246,0.67,21,10,0
2247,0.05,71,10,0
2248,0.63,17,8,0
2249,-0.96,72,9,0
2250,0.84,28,14,0
2251,-4.36,142,3,0
2252,0.35,56,8,0
2253,-0.18,45,2,0
2254,0.45,47,10,0
2255,-2.97,94,5,0
2256,0.65,41,13,0
2257,-0.63,40,6,0
2258,0.52,55,13,0
2259,-0.05,61,8,0
2260,-0.07,33,2,0
2261,-0.83,54,2,0
2262,0.63,17,8,0
2263,0.08,24,3,0
2264,0.7,43,13,0
2265,-2.58,129,7,0
2266,0.78,27,13,0
2267,-0.13,49,3,0
2268,0.79,21,12,0
2269,-0.04,49,4,0
2270,0.42,59,13,0
2271,0.04,37,7,0
2272,-1.1,75,11,0
2273,-1.43,66,3,0
2274,-0.99,63,11,0
2275,0.13,26,4,0
2276,0.53,38,11,0
2277,0.12,37,6,0
2278,0.55,42,11,0
2279,-1.81,77,6,0
2280,1.55,26,8,1
2281,-0.06,32,3,0
2282,0.29,37,7,0
2283,0.2,24,3,0
2284,0.35,48,9,0
2285,-0.05,82,8,0
2286,0.73,32,13,0
2287,-0.49,38,5,0
2288,0.21,64,16,0
2289,-0.01,60,7,0
2290,0.62,30,10,0
2291,0.04,69,8,0
2292,0.77,23,12,0
2293,-0.1,52,3,0
2294,-0.34,55,9,0
2295,0.01,45,4,0
2296,0.06,65,8,0
2297,-0.54,32,2,0
2298,0.51,42,13,0
2299,-0.54,85,4,0
2300,0.59,21,8,0
2301,-0.86,38,5,0
2302,0.67,50,12,0
2303,0.08,32,5,0
2304,0.09,30,1,0
2305,-0.13,52,5,0
2306,0.28,49,12,0
2307,-0.31,70,3,0
2308,0.47,55,11,0
2309,-1.88,65,3,0
2310,0.79,21,12,0
2311,0.13,46,7,0
2312,0.43,53,10,0
2313,0.17,34,5,0
2314,0.55,43,13,0
2315,0.42,25,9,0
2316,0.79,21,12,0
2317,0.01,60,7,0
2318,0.55,46,11,0
2319,-3.469447e-17,49,6,0
2320,0.73,44,15,0
2321,-0.06,41,5,0
2322,-0.81,47,8,0
2323,0.01,24,2,0
2324,0.15,47,12,0
2325,-1.36,32,3,0
2326,0.47,45,11,0
2327,-1.18,67,3,0
2328,0.66,31,11,0
2329,0.19,25,4,0
2330,0.64,42,12,0
2331,0.05,28,4,0
2332,0.11,38,6,0
2333,0.12,31,6,0
2334,0.06,87,14,0
2335,-0.17,63,5,0
2336,0.71,55,16,0
2337,-1.79,90,6,0
2338,0.61,55,15,0
2339,-0.39,62,6,0
2340,0.55,47,13,0
2341,0.06,38,5,0
2342,0.51,41,9,0
2343,0.15,36,4,0
2344,0.78,28,12,0
2345,0.34,30,8,0
2346,0.61,26,9,0
2347,-0.66,44,7,0
2348,0.14,62,12,0
2349,-0.09,39,3,0
2350,0.72,36,13,0
2351,0.06,23,2,0
2352,0.33,69,15,0
2353,0.21,55,8,0
2354,0.66,46,13,0
2355,-0.53,65,4,0
2356,0.59,67,19,0
2357,-0.34,67,5,0
2358,0.59,36,11,0
2359,-0.95,8,2,0
2360,-1.89,60,4,0
2361,-0.23,36,2,0
2362,0.38,54,10,0
2363,0.1,29,3,0
2364,0.27,45,7,0
2365,0.01,32,4,0
2366,0.54,48,10,0
2367,-1.23,99,6,0
2368,-0.29,45,11,0
2369,0.09,25,3,0
2370,0.24,74,18,0
2371,-1.18,93,4,0
2372,0.56,39,11,0
2373,0.12,31,5,0
2374,0.62,30,10,0
2375,-2.69,116,2,0
2376,0.61,26,9,0
2377,0.3,32,5,0
2378,0.43,43,12,0
2379,0.02,47,6,0
2380,0.41,47,11,0
2381,-0.14,32,6,0
2382,0.64,47,13,0
2383,-0.01,50,4,0
2384,0.01,62,11,0
2385,0.08,31,4,0
2386,0.56,51,12,0
2387,-0.06,45,4,0
2388,0.71,37,12,0
2389,-0.22,68,5,0
2390,0.66,46,14,0
2391,0.13,31,5,0
2392,0.71,40,13,0
2393,0.1,33,6,0
2394,0.85,25,14,0
2395,-0.14,42,4,0
2396,0.75,66,18,0
2397,-0.14,58,5,0
2398,0.47,29,7,0
2399,-0.08,42,2,0
2400,0.09,21,1,0
2401,1.29,13,4,1
2402,0.63,17,8,0
2403,-0.46,49,5,0
2404,0.63,17,8,0
2405,-0.22,33,5,0
2406,0.75,25,12,0
2407,-0.29,32,2,0
2408,0.49,49,12,0
2409,0.1,28,5,0
2410,0.63,17,8,0
2411,-0.14,33,4,0
2412,-0.18,73,17,0
2413,0.11,30,2,0
2414,0.05,46,4,0
2415,-0.02,41,4,0
2416,0.79,21,12,0
2417,0.35,28,10,0
2418,0.29,48,7,0
2419,-0.02,58,5,0
2420,0.63,17,8,0
2421,-0.96,57,4,0
2422,0.62,23,9,0
2423,-0.56,35,2,0
2424,0.81,41,13,0
2425,0.05,50,5,0
2426,0.66,39,13,0
2427,-0.01,27,1,0
2428,1.46,14,4,1
2429,-0.03,31,3,0
2430,0.63,17,8,0
2431,-0.05,33,2,0
2432,0.61,26,9,0
2433,0.19,26,4,0
2434,0.73,27,12,0
2435,0.12,26,5,0
2436,0.57,45,13,0
2437,0.02,29,3,0
2438,0.67,30,10,0
2439,0.07,56,6,0
2440,0.64,47,14,0
2441,-0.18,54,4,0
2442,0.38,33,6,0
2443,0.03,23,3,0
2444,0.79,21,12,0
2445,-1.13,108,9,0
2446,0.67,44,13,0
2447,0.03,31,3,0
2448,0.74,21,11,0
2449,0.08,43,4,0
2450,0.63,17,8,0
2451,-0.12,53,3,0
2452,0.5,51,14,0
2453,0.08,30,5,0
2454,0.7,32,12,0
2455,0.25,24,4,0
2456,0.45,58,12,0
2457,-0.99,7,1,0
2458,0.63,17,8,0
2459,0.01,23,3,0
2460,0.63,17,8,0
2461,0.1,48,5,0
2462,0.65,36,11,0
2463,0.1,39,6,0
2464,0.88,27,15,0
2465,0.05,41,5,0
2466,0.61,45,14,0
2467,0.19,30,4,0
2468,0.68,53,15,0
2469,-0.04,47,6,0
2470,0.53,54,11,0
2471,-0.07,63,6,0
2472,0.79,21,12,0
2473,-0.26,43,4,0
2474,0.48,58,14,0
2475,0.03,38,4,0
2476,0.67,21,10,0
2477,0.13,18,1,0
2478,0.67,49,15,0
2479,0.16,32,7,0
2480,0.5,51,13,0
2481,-0.95,64,7,0
2482,0.64,47,12,0
2483,-0.75,57,4,0
2484,0.11,66,12,0
2485,-0.31,53,8,0
2486,0.63,17,8,0
2487,0.07,71,10,0
2488,0.12,55,11,0
2489,-0.04,65,7,0
2490,0.69,48,13,0
2491,-0.08,42,3,0
2492,0.52,55,14,0
2493,0.1,40,4,0
2494,0.47,59,13,0
2495,-0.05,54,6,0
2496,1.45,15,4,1
2497,0.25,24,4,0
2498,0.21,75,12,0
2499,0.23,26,4,0
2500,0.6,41,11,0
2501,-0.29,60,3,0
2502,0.59,43,12,0
2503,0.14,24,5,0
2504,-0.38,38,9,0
2505,0.2,24,3,0
2506,0.66,56,14,0
2507,-0.04,89,9,0
2508,0.79,21,12,0
2509,0.21,24,4,0
2510,0.11,55,13,0
2511,0.13,41,7,0
2512,0.61,56,13,0
2513,0.06,32,5,0
2514,0.52,33,9,0
2515,-0.3,50,4,0
2516,0.6,58,17,0
2517,-0.18,47,4,0
2518,-0.04,75,14,0
2519,0.01,32,4,0
2520,0.7,23,11,0
2521,-0.5,36,5,0
2522,0.59,43,12,0
2523,-0.63,74,9,0
2524,0.5,56,12,0
2525,0.16,47,4,0
2526,0.39,62,13,0
2527,1.19,14,3,1
2528,0.81,24,13,0
2529,0.09,31,5,0
2530,0.7,61,15,0
2531,0.27,24,4,0
2532,0.46,55,14,0
2533,0.08,27,4,0
2534,0.58,72,16,0
2535,-0.15,76,8,0
2536,0.44,50,12,0
2537,-0.53,60,7,0
2538,0.75,30,13,0
2539,0.06,42,3,0
2540,0.92,38,18,0
2541,-0.46,57,6,0
2542,0.4,67,11,0
2543,0.08,32,5,0
2544,-0.21,60,13,0
2545,-0.07,51,6,0
2546,0.67,21,10,0
2547,0.07,26,4,0
2548,0.56,37,10,0
2549,0.08,25,4,0
2550,0.73,32,13,0
2551,-0.5,64,5,0
2552,0.79,21,12,0
2553,0.12,26,5,0
2554,-0.01,40,5,0
2555,0.26,42,10,0
2556,0.6,46,13,0
2557,0.25,28,8,0
2558,0.65,25,10,0
2559,0.12,41,8,0
2560,1.45,15,4,1
2561,0.01,27,3,0
2562,0.61,53,14,0
2563,0.02,31,4,0
2564,-0.12,33,9,0
2565,0.08,25,4,0
2566,-0.51,57,12,0
2567,-0.23,69,4,0
2568,0.73,73,19,0
2569,0.12,26,5,0
2570,0.45,42,8,0
2571,-0.06,34,3,0
2572,0.44,48,13,0
2573,0.12,25,4,0
2574,0.81,40,15,0
2575,-0.99,7,1,0
2576,0.84,26,14,0
2577,0.07,27,3,0
2578,0.81,24,13,0
2579,0.04,29,4,0
2580,1.5,15,5,1
2581,0.17,28,4,0
2582,0.81,24,13,0
2583,0.01,39,3,0
2584,0.84,32,15,0
2585,0.28,20,7,0
2586,0.77,56,18,0
2587,0.01,47,7,0
2588,0.41,47,10,0
2589,0.09,34,5,0
2590,1.01,40,20,0
2591,1.41,27,6,1
2592,0.79,31,14,0
2593,0.26,32,9,0
2594,0.6,63,15,0
2595,-2.7755576e-17,61,6,0
2596,0.58,45,12,0
2597,0.08,23,2,0
2598,0.81,24,13,0
2599,0.36,27,7,0
2600,0.79,21,12,0
2601,0.18,35,7,0
2602,-0.06,58,17,0
2603,-0.25,48,2,0
2604,0.79,53,17,0
2605,0.2,31,4,0
2606,0.81,24,13,0
2607,0.2,39,7,0
2608,0.6,48,13,0
2609,0.04,26,3,0
2610,-0.17,40,9,0
2611,0.08,25,4,0
2612,0.57,30,9,0
2613,0.2,43,7,0
2614,0.68,39,11,0
2615,0.01,34,3,0
2616,0.54,76,14,0
2617,0.23,45,7,0
2618,0.81,41,13,0
2619,0.1,33,6,0
2620,-0.49,81,14,0
2621,-1.01,41,2,0
2622,0.11,54,7,0
2623,0.06,38,5,0
2624,0.81,24,13,0
2625,-0.17,100,11,0
2626,0.81,24,13,0
2627,0.15,32,3,0
2628,0.81,24,13,0
2629,0.01,50,6,0
2630,0.54,47,13,0
2631,0.04,29,4,0
2632,0.64,38,12,0
2633,0.05,36,4,0
2634,0.41,40,10,0
2635,-0.36,46,3,0
2636,1.47,13,4,1
2637,0.07,31,5,0
2638,1.47,13,4,1
2639,-0.04,32,3,0
2640,0.81,24,13,0
2641,0.06,40,5,0
2642,0.81,24,13,0
2643,-2.94903e-17,59,7,0
2644,0.81,24,13,0
2645,0.26,70,14,0
2646,0.9,30,16,0
2647,-0.09,39,3,0
2648,0.81,24,13,0
2649,-0.15,61,5,0
2650,0.81,24,13,0
2651,0.1,37,5,0
2652,0.79,21,12,0
2653,-0.25,25,4,0
2654,0.58,48,13,0
2655,0.08,29,4,0
2656,0.56,58,13,0
2657,-0.11,46,3,0
2658,1.47,13,4,1
2659,-0.1,64,9,0
2660,0.71,61,18,0
2661,0.01,38,3,0
2662,0.68,47,15,0
2663,0.17,38,6,0
2664,0.8,56,19,0
2665,-0.03,31,3,0
2666,0.4,46,11,0
2667,0.09,42,6,0
2668,0.85,25,14,0
2669,-0.06,70,8,0
2670,0.53,60,14,0
2671,-0.2,42,4,0
2672,1.46,14,4,1
2673,0.08,27,4,0
2674,1.47,13,4,1
2675,0.05,66,9,0
2676,1.51,14,5,1
2677,-0.57,42,3,0
2678,0.49,47,13,0
2679,-0.16,49,3,0
2680,0.81,24,13,0
2681,0.1,30,5,0
2682,1.47,13,4,1
2683,0.07,25,3,0
2684,1.47,13,4,1
2685,-0.04,42,5,0
2686,0.69,24,11,0
2687,0.01,60,7,0
2688,1.47,13,4,1
2689,-0.4,38,3,0
2690,0.37,47,10,0
2691,0.08,42,7,0
2692,1.47,13,4,1
2693,0.07,53,7,0
2694,0.58,55,16,0
2695,0.13,51,8,0
2696,-0.84,57,9,0
2697,0.2,44,8,0
2698,0.33,50,11,0
2699,-0.07,53,4,0
2700,1.47,13,4,1
2701,0.08,36,3,0
2702,1.52,13,5,1
2703,-0.27,65,3,0
2704,0.4,56,14,0
2705,0.03,29,3,0
2706,1.47,13,4,1
2707,-0.05,36,3,0
2708,0.64,31,11,0
2709,-0.1,66,7,0
2710,0.81,58,16,0
2711,-0.43,61,4,0
2712,0.38,54,11,0
2713,-0.25,39,4,0
2714,0.62,28,10,0
2715,0.22,34,6,0
2716,1.45,15,4,1
2717,0.12,59,10,0
2718,0.81,24,13,0
2719,-0.05,46,4,0
2720,0.65,43,13,0
2721,-1.13,55,5,0
2722,-0.07,80,10,0
2723,-1.05,67,4,0
2724,1.46,14,4,1
2725,0.04,52,7,0
2726,0.38,45,8,0
2727,0.13,53,8,0
2728,1.47,13,4,1
2729,-0.25,32,2,0
2730,1.46,14,4,1
2731,0.06,36,4,0
2732,-0.1,57,13,0
2733,0.02,61,7,0
2734,0.55,44,9,0
2735,0.03,25,3,0
2736,-0.8,59,5,0
2737,-0.25,76,6,0
2738,0.11,40,5,0
2739,-0.12,48,3,0
2740,0.7,46,16,0
2741,0.24,24,7,0
2742,0.93,44,17,0
2743,0.08,30,4,0
2744,1.47,13,4,1
2745,0.02,59,7,0
2746,1.47,13,4,1
2747,0.06,47,5,0
2748,0.16,61,13,0
2749,0.28,26,5,0
2750,1.47,13,4,1
2751,0.06,23,2,0
2752,0.69,65,17,0
2753,0.06,49,5,0
2754,0.7,46,15,0
2755,0.15,46,6,0
2756,0.51,63,16,0
2757,0.28,48,9,0
2758,1.47,13,4,1
2759,0.13,32,6,0
2760,0.69,54,16,0
2761,0.14,69,10,0
2762,1.47,13,4,1
2763,-0.13,42,5,0
2764,0.6,46,13,0
2765,-0.07,76,10,0
2766,1.52,13,5,1
2767,0.25,39,8,0
2768,0.82,39,16,0
2769,-0.86,70,8,0
2770,0.68,32,12,0
2771,-0.08,61,8,0
2772,0.14,31,5,0
2773,-0.16,40,4,0
2774,0.39,53,9,0
2775,0.05,37,4,0
2776,1.46,14,4,1
2777,0.04,62,8,0
2778,0.59,58,16,0
2779,0.39,29,11,0
2780,1.45,15,4,1
2781,0.01,55,6,0
2782,1.47,13,4,1
2783,0.12,45,4,0
2784,0.52,39,12,0
2785,0.19,23,4,0
2786,1.47,13,4,1
2787,0.05,49,5,0
2788,0.87,44,18,0
2789,-0.03,64,7,0
2790,1.46,14,4,1
2791,-0.18,84,9,0
2792,1.47,13,4,1
2793,0.19,58,5,0
2794,1.47,13,4,1
2795,0.29,32,7,0
2796,1.47,13,4,1
2797,-0.06,55,5,0
2798,1.46,14,4,1
2799,-0.48,52,5,0
2800,1.52,13,5,1
2801,0.13,39,7,0
2802,1.47,13,4,1
2803,-0.3,90,9,0
2804,1.46,14,4,1
2805,-0.31,36,4,0
2806,1.47,13,4,1
2807,0.19,49,8,0
2808,1.45,15,4,1
2809,-0.23,68,3,0
2810,1.47,13,4,1
2811,-0.22,42,5,0
2812,0.73,61,19,0
2813,0.05,66,9,0
2814,1.46,14,4,1
2815,0.07,54,7,0
2816,0.81,24,13,0
2817,0.17,35,6,0
2818,0.84,26,14,0
2819,-0.05,66,8,0
2820,1.47,13,4,1
2821,-0.27,66,4,0
2822,0.25,45,8,0
2823,0.13,58,9,0
2824,1.47,13,4,1
2825,-0.2,71,6,0
2826,0.49,48,10,0
2827,0.05,46,5,0
2828,1.47,13,4,1
2829,0.08,48,7,0
2830,0.81,24,13,0
2831,0.33,38,9,0
2832,1.46,14,4,1
2833,0.03,55,9,0
2834,1.01,45,21,0
2835,0.2,39,7,0
2836,0.6,57,16,0
2837,-0.17,91,11,0
2838,0.81,40,17,0
2839,-0.03,67,9,0
2840,1.47,13,4,1
2841,0.02,49,6,0
2842,1.45,15,4,1
2843,-0.12,73,7,0
2844,0.65,72,17,0
2845,0.15,76,14,0
2846,-0.22,102,12,0
2847,0.17,36,8,0
2848,1.47,13,4,1
2849,0.05,34,4,0
2850,1.47,13,4,1
2851,-0.5,40,6,0
2852,1.47,13,4,1
2853,-0.13,83,10,0
2854,1.47,13,4,1
2855,1.2,17,4,1
2856,1.46,14,4,1
2857,0.29,47,8,0
2858,1.47,13,4,1
2859,-1.25,43,5,0
2860,1.47,13,4,1
2861,-0.05,54,6,0
2862,1.47,13,4,1
2863,0.23,26,6,0
2864,1.47,13,4,1
2865,0.02,64,8,0
2866,1.47,13,4,1
2867,-0.17,58,4,0
2868,1.47,13,4,1
2869,0.1,44,6,0
2870,1.47,13,4,1
2871,0.17,32,6,0
2872,1.47,13,4,1
2873,0.15,54,9,0
2874,1.47,13,4,1
2875,0.06,27,4,0
2876,1.47,13,4,1
2877,-0.03,90,11,0
2878,0.06,40,2,0
2879,0.13,59,9,0
2880,1.47,13,4,1
2881,-3.469447e-17,27,2,0
2882,1.47,13,4,1
2883,0.16,62,10,0
2884,1.47,13,4,1
2885,0.27,40,6,0
2886,1.47,13,4,1
2887,-0.11,55,5,0
2888,1.46,14,4,1
2889,0.13,63,11,0
2890,1.45,15,4,1
2891,-0.05,69,9,0
2892,1.47,13,4,1
2893,0.23,38,7,0
2894,1.47,13,4,1
2895,0.15,36,5,0
2896,1.47,13,4,1
2897,-0.01,75,11,0
2898,1.47,13,4,1
2899,-0.51,89,7,0
2900,1.47,13,4,1
2901,0.09,67,10,0
2902,0.28,61,9,0
2903,-0.2,63,5,0
2904,1.47,13,4,1
2905,-0.02,53,6,0
2906,1.47,13,4,1
2907,0.08,24,3,0
2908,1.47,13,4,1
2909,-0.44,95,6,0
2910,1.47,13,4,1
2911,0.04,57,7,0
2912,1.51,14,5,1
2913,0.29,59,8,0
2914,0.69,24,11,0
2915,0.22,48,10,0
2916,1.47,13,4,1
2917,0.1,32,6,0
2918,1.52,13,5,1
2919,0.07,57,5,0
2920,1.5,15,5,1
2921,0.2,44,8,0
2922,1.47,13,4,1
2923,0.13,46,8,0
2924,0.49,50,11,0
2925,0.02,20,1,0
2926,1.47,13,4,1
2927,0.17,20,4,0
2928,1.47,13,4,1
2929,-0.14,65,5,0
2930,0.5,21,9,0
2931,0.39,55,14,0
2932,1.47,13,4,1
2933,0.09,57,9,0
2934,1.47,13,4,1
2935,-0.55,54,8,0
2936,1.47,13,4,1
2937,0.14,28,5,0
2938,1.47,13,4,1
2939,0.09,62,9,0
2940,1.47,13,4,1
2941,-0.19,57,6,0
2942,1.47,13,4,1
2943,0.24,59,12,0
2944,1.47,13,4,1
2945,0.11,39,5,0
2946,1.47,13,4,1
2947,-0.23,52,4,0
2948,1.47,13,4,1
2949,-0.05,72,5,0
2950,1.47,13,4,1
2951,0.35,59,14,0
2952,1.47,13,4,1
2953,0.12,49,8,0
2954,1.47,13,4,1
2955,-0.03,47,8,0
2956,1.45,15,4,1
2957,0.42,30,10,0
2958,0.67,21,10,0
2959,0.29,23,7,0
2960,1.47,13,4,1
2961,0.17,39,7,0
2962,1.47,13,4,1
2963,0.23,36,7,0
2964,1.52,13,5,1
2965,0.22,43,7,0
2966,1.52,13,5,1
2967,0.03,65,10,0
2968,1.47,13,4,1
2969,0.36,31,10,0
2970,1.47,13,4,1
2971,-0.06,39,5,0
2972,1.47,13,4,1
2973,0.3,24,7,0
2974,1.47,13,4,1
2975,0.1,99,18,0
2976,1.47,13,4,1
2977,0.09,36,3,0
2978,1.52,13,5,1
2979,0.2,23,5,0
2980,1.47,13,4,1
2981,-0.18,70,7,0
2982,1.47,13,4,1
2983,-0.22,58,4,0
2984,1.47,13,4,1
2985,0.18,52,9,0
2986,1.52,13,5,1
2987,0.17,31,4,0
2988,1.47,13,4,1
2989,0.08,37,3,0
2990,1.47,13,4,1
2991,0.34,55,13,0
2992,1.47,13,4,1
2993,-6.591949e-17,61,8,0
2994,1.47,13,4,1
2995,0.1,49,8,0
2996,1.47,13,4,1
2997,0.25,46,9,0
2998,1.47,13,4,1
2999,0.34,55,13,0
3000,1.52,13,5,1
3001,-0.65,119,7,0
3002,1.52,13,5,1
3003,0.29,28,8,0
3004,0.82,40,14,0
3005,0.18,60,13,0
3006,1.47,13,4,1
3007,-0.38,104,9,0
3008,0.07,95,12,0
3009,-0.02,50,4,0
3010,1.52,13,5,1
3011,0.43,24,9,0
3012,1.47,13,4,1
3013,-0.98,9,3,0
3014,1.52,13,5,1
3015,0.4,50,10,0
3016,1.47,13,4,1
3017,-0.13,80,8,0
3018,1.52,13,5,1
3019,0.18,69,12,0
3020,1.47,13,4,1
3021,0.02,43,6,0
3022,1.51,14,5,1
3023,-0.15,81,9,0
3024,1.47,13,4,1
3025,1.42,29,8,1
3026,1.47,13,4,1
3027,0.31,50,11,0
3028,1.47,13,4,1
3029,0.12,48,6,0
3030,1.51,14,5,1
3031,-0.03,48,3,0
3032,0.79,26,13,0
3033,-0.17,76,6,0
3034,1.52,13,5,1
3035,0.11,58,9,0
3036,1.52,13,5,1
3037,-0.37,98,8,0
3038,1.47,13,4,1
3039,0.3,27,8,0
3040,0.69,63,17,0
3041,0.38,26,9,0
3042,1.52,13,5,1
3043,-0.04,63,7,0
3044,1.52,13,5,1
3045,0.2,46,8,0
3046,1.52,13,5,1
3047,0.02,85,12,0
3048,1.47,13,4,1
3049,0.38,56,14,0
3050,1.52,13,5,1
3051,0.41,36,12,0
3052,1.47,13,4,1
3053,0.19,42,7,0
3054,1.47,13,4,1
3055,0.28,55,9,0
3056,0.81,24,13,0
3057,-0.19,70,8,0
3058,1.52,13,5,1
3059,-0.04,32,3,0
3060,1.47,13,4,1
3061,-0.03,46,3,0
3062,1.47,13,4,1
3063,0.15,57,8,0
3064,1.47,13,4,1
3065,0.14,46,7,0
3066,1.52,13,5,1
3067,-0.21,77,9,0
3068,1.47,13,4,1
3069,0.07,62,9,0
3070,1.47,13,4,1
3071,-0.22,63,5,0
3072,0.84,26,14,0
3073,-0.68,43,5,0
3074,1.52,13,5,1
3075,0.36,33,9,0
3076,1.52,13,5,1
3077,0.12,42,7,0
3078,1.47,13,4,1
3079,0.29,50,11,0
3080,0.54,27,7,0
3081,-0.22,79,9,0
3082,1.52,13,5,1
3083,0.26,75,15,0
3084,1.52,13,5,1
3085,0.23,56,11,0
3086,1.47,13,4,1
3087,0.32,35,10,0
3088,1.47,13,4,1
3089,0.26,48,10,0
3090,1.52,13,5,1
3091,0.04,49,5,0
3092,1.52,13,5,1
3093,-1.9081958e-17,83,10,0
3094,0.74,27,11,0
3095,0.2,51,9,0
3096,1.47,13,4,1
3097,0.03,38,6,0
3098,1.47,13,4,1
3099,0.51,36,13,0
3100,1.47,13,4,1
3101,0.05,49,7,0
3102,0.87,28,15,0
3103,0.11,31,3,0
3104,1.47,13,4,1
3105,-0.2,53,5,0
3106,1.51,14,5,1
3107,0.12,67,11,0
3108,1.52,13,5,1
3109,0.17,57,10,0
3110,1.47,13,4,1
3111,0.07,67,11,0
3112,1.47,13,4,1
3113,0.02,57,8,0
3114,1.52,13,5,1
3115,0.24,86,13,0
3116,1.47,13,4,1
3117,0.43,24,9,0
3118,1.47,13,4,1
3119,0.29,30,8,0
3120,0.32,60,10,0
3121,-1.06,122,9,0
3122,1.51,14,5,1
3123,0.38,26,8,0
3124,1.47,13,4,1
3125,0.17,59,10,0
